architecture_family,component_relation,estimated_cost,estimated_memory,estimated_points,exact_geometric_transform,exact_integer_scale,example_count,initializer_count,input_is_output_subgrid,input_shape_variability,model_bytes,node_count,nonzero_relation,output_is_input_subgrid,output_is_nonzero_bbox,output_shape_variability,palette_relation,parameter_count,primitive_tags,same_shape_examples,same_shape_mask_relation,semantic_signature,shape_inventory_complete,shape_relation,task,top_ops
quantized,same,1774,1216,17.519007837,none,none,266,12,none,fixed,1530,6,increase,none,none,fixed,output_superset,558,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task302,QLinearConv:3;Slice:1;Cast:1;Concat:1
mixed,decrease,1450,1428,17.720681165,none,none,265,4,none,variable,823,17,increase,none,none,variable,output_superset,22,same_shape;palette_add;paint_or_fill,265,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task303,Cast:4;Einsum:2;Min:2;ArgMax:2;Div:2;Add:2;Sub:1;Greater:1;Where:1
mixed,increase,1320,1080,17.814612984,none,none,266,9,all,fixed,1954,11,increase,none,none,fixed,same,240,expand_or_compose;paint_or_fill,0,not_applicable,rows_increase:cols_increase|same|increase|increase|not_applicable|none|none|all|none|none|fixed|fixed,True,rows_increase:cols_increase,task304,Einsum:2;Cast:2;Equal:2;ArgMax:1;Reshape:1;Where:1;DepthToSpace:1;Pad:1
bitwise,decrease,636,296,18.544801437,none,none,266,3,none,fixed,3251,5,increase,none,none,fixed,same,340,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task305,BitwiseAnd:2;GlobalMaxPool:1;ArgMax:1;Gather:1
single_einsum,increase,300,0,19.296217525,none,none,265,4,none,variable,1498,1,increase,none,none,variable,same,300,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|same|increase|increase|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task306,Einsum:1
single_maxroipool,same,5,0,23.390562088,none,2x2,266,1,mixed,variable,206,1,increase,none,none,variable,same,5,expand_or_compose;integer_scale;paint_or_fill,0,not_applicable,rows_increase:cols_increase|same|increase|same|not_applicable|none|none|mixed|none|2x2|variable|variable,True,rows_increase:cols_increase,task307,MaxRoiPool:1
mixed,same,1468,1365,17.708343791,none,none,266,15,none,variable,4906,58,decrease,mixed,none,variable,same,103,crop_or_extract;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|same|decrease|same|not_applicable|mixed|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task308,Cast:8;Mul:7;Einsum:5;Sub:5;GatherElements:4;Where:4;Sqrt:3;Add:3;Equal:2;Div:2
single_gather,same,10,0,22.697414907,none,none,265,1,none,variable,217,1,same,none,none,variable,overlap,10,same_shape;mask_preserving,265,same,rows_same:cols_same|overlap|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task309,Gather:1
mixed,same,3184,3108,16.934106453,none,none,266,11,none,variable,3738,45,decrease,all,none,variable,mixed,76,crop_or_extract;subgrid_extract;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|mixed|decrease|same|not_applicable|all|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task310,Mul:7;Cast:5;Unsqueeze:5;Sub:4;Einsum:3;Gather:3;Squeeze:3;Add:3;Concat:3;Div:2
single_gather,increase,30,0,21.598802618,none,mixed,266,1,all,fixed,479,1,increase,none,none,fixed,same,30,expand_or_compose;paint_or_fill,0,not_applicable,rows_same:cols_increase|same|increase|increase|not_applicable|none|none|all|none|mixed|fixed|fixed,True,rows_same:cols_increase,task311,Gather:1
single_einsum,same,20,0,22.004267726,none,none,265,2,none,fixed,271,1,same,none,none,fixed,output_subset,20,same_shape;mask_preserving;palette_filter,265,same,rows_same:cols_same|output_subset|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task312,Einsum:1
single_einsum,same,188,0,19.763558037,none,none,266,4,none,variable,1101,1,same,none,none,variable,output_subset,188,same_shape;mask_preserving;palette_filter,266,same,rows_same:cols_same|output_subset|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task313,Einsum:1
single_conv,same,100,0,20.394829814,none,none,266,2,none,fixed,625,1,same,none,none,fixed,same,100,same_shape;mask_preserving,266,same,rows_same:cols_same|same|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task314,Conv:1
single_einsum,mixed,230,0,19.561920691,none,none,266,4,mixed,fixed,1293,1,mixed,none,none,fixed,mixed,230,expand_or_compose,0,not_applicable,rows_increase:cols_increase|mixed|mixed|mixed|not_applicable|none|none|mixed|none|none|fixed|fixed,True,rows_increase:cols_increase,task315,Einsum:1
index_scatter,decrease,426,388,18.945560654,none,none,266,8,none,fixed,1160,10,same,none,none,fixed,same,38,crop_or_extract;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|same|same|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_decrease,task316,Cast:3;Gather:2;Einsum:1;Slice:1;TopK:1;Equal:1;Pad:1
spatial,decrease,146,128,20.016393378,none,none,265,4,none,fixed,697,2,increase,none,none,fixed,disjoint,18,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|disjoint|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task317,Resize:2
single_conv,decrease,100,0,20.394829814,none,none,267,1,none,fixed,605,1,decrease,none,none,fixed,disjoint,100,crop_or_extract;select_or_erase,0,not_applicable,rows_decrease:cols_same|disjoint|decrease|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_same,task318,Conv:1
index_scatter,same,5745,5586,16.343914810,none,none,267,25,none,variable,10377,124,decrease,mixed,none,variable,output_subset,159,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|same|not_applicable|mixed|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task319,Cast:36;ArgMax:16;Where:11;Gather:10;Add:6;Greater:6;Sub:6;Equal:5;BitShift:5;Unsqueeze:4
index_scatter,same,770,448,18.353609485,none,none,266,6,none,variable,2977,3,same,none,none,variable,output_superset,322,same_shape;mask_preserving;palette_add,266,same,rows_same:cols_same|output_superset|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task320,Slice:1;Conv:1;ScatterND:1
single_conv,decrease,300,0,19.296217525,none,none,267,1,none,fixed,1418,1,decrease,none,none,fixed,output_subset,300,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_same:cols_decrease|output_subset|decrease|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_same:cols_decrease,task321,Conv:1
spatial,decrease,200,144,19.701682633,none,none,266,4,none,fixed,920,5,increase,none,none,fixed,same,56,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task322,Conv:1;Cast:1;MaxPool:1;Equal:1;Pad:1
mixed,same,1630,913,17.603664706,none,none,172,10,none,fixed,1813,13,increase,none,none,fixed,output_superset,717,same_shape;palette_add;paint_or_fill,172,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task323,Einsum:2;Unsqueeze:2;Equal:2;Cast:2;BitwiseAnd:1;QLinearConv:1;Add:1;Concat:1;ConvInteger:1
mixed,same,8555,6969,15.945728814,none,none,266,10,none,variable,4223,48,same,none,none,variable,same,1586,same_shape;mask_preserving,266,same,rows_same:cols_same|same|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task324,Where:10;ReduceMax:10;Equal:5;Not:4;And:4;Cast:2;Max:2;Sub:2;ReduceSum:1;TopK:1
einsum,same,1483,517,17.698177658,none,none,266,6,none,variable,5208,18,decrease,mixed,none,variable,same,966,crop_or_extract;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|same|decrease|same|not_applicable|mixed|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task325,Einsum:5;Sub:2;Add:2;Less:2;And:2;Cast:1;Equal:1;Xor:1;Concat:1;Pad:1
single_einsum,decrease,30,0,21.598802618,none,none,266,1,none,variable,314,1,decrease,all,none,fixed,mixed,30,crop_or_extract;subgrid_extract;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|mixed|decrease|decrease|not_applicable|all|none|none|none|none|variable|fixed,True,rows_decrease:cols_decrease,task326,Einsum:1
spatial,mixed,638,486,18.541661717,none,none,265,6,mixed,fixed,1002,5,increase,none,none,fixed,same,152,expand_or_compose;paint_or_fill,0,not_applicable,rows_increase:cols_increase|same|increase|mixed|not_applicable|none|none|mixed|none|none|fixed|fixed,True,rows_increase:cols_increase,task327,Einsum:1;Cast:1;ConvTranspose:1;Equal:1;Pad:1
mixed,increase,6296,6173,16.252330210,none,none,267,12,none,variable,3129,69,increase,none,none,variable,same,123,same_shape;paint_or_fill,267,output_superset,rows_same:cols_same|same|increase|increase|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task328,Where:15;Cast:7;Add:6;Reshape:5;Sub:5;Equal:5;Einsum:4;ArgMax:4;Greater:4;LessOrEqual:3
index_scatter,decrease,1050,1021,18.043454557,none,none,266,7,none,variable,1068,10,decrease,none,none,variable,mixed,29,same_shape;select_or_erase,266,output_subset,rows_same:cols_same|mixed|decrease|decrease|output_subset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task329,ReduceSum:1;LessOrEqual:1;Pad:1;Unsqueeze:1;Equal:1;Cast:1;ArgMax:1;ScatterElements:1;Or:1;Where:1
spatial,same,2825,2600,17.053736356,none,none,266,9,none,fixed,1556,19,same,none,none,fixed,disjoint,225,same_shape;mask_preserving,266,same,rows_same:cols_same|disjoint|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task330,Mul:4;MaxPool:3;Cast:2;Flatten:2;Equal:2;Slice:1;ScatterElements:1;GatherElements:1;Reshape:1;Where:1
single_conv,decrease,910,0,18.186555400,none,none,265,2,none,fixed,3836,1,increase,none,none,fixed,output_superset,910,same_shape;palette_add;paint_or_fill,265,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task331,Conv:1
mixed,same,561,389,18.670279094,none,none,267,17,none,variable,1752,11,same,none,none,variable,output_superset,172,same_shape;mask_preserving;palette_add,267,same,rows_same:cols_same|output_superset|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task332,Where:3;Einsum:2;Slice:1;Mod:1;Cast:1;Greater:1;Equal:1;QLinearConv:1
spatial,decrease,2401,2340,17.216359404,none,none,265,6,none,fixed,1682,17,increase,none,none,fixed,same,61,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task333,MaxPool:6;Greater:2;Min:2;Where:2;Conv:1;Cast:1;Max:1;Pad:1;Equal:1
mixed,decrease,194,183,19.732141841,none,none,271,7,none,fixed,1921,17,decrease,none,none,fixed,disjoint,11,crop_or_extract;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|disjoint|decrease|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_decrease,task334,Concat:5;Slice:4;Max:3;Sub:2;ReduceMax:1;Cast:1;Pad:1
einsum,decrease,1380,1170,17.770161222,none,none,266,4,none,variable,1714,33,increase,none,none,variable,output_superset,210,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task335,Einsum:8;Equal:4;Min:2;Max:2;Greater:2;Less:2;And:2;Div:2;Add:2;LessOrEqual:2
index_scatter,same,1820,764,17.493408220,none,none,31,11,none,fixed,5565,10,increase,none,none,fixed,output_superset,1056,same_shape;palette_add;paint_or_fill,31,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task336,Cast:2;Concat:2;QLinearMatMul:2;GatherND:1;Relu:1;Neg:1;ScatterND:1
single_gather,same,10,0,22.697414907,mixed,none,266,1,none,variable,159,1,same,none,none,variable,mixed,10,same_shape;mask_preserving,266,same,rows_same:cols_same|mixed|same|same|same|none|none|none|mixed|none|variable|variable,True,rows_same:cols_same,task337,Gather:1
mixed,decrease,7215,6925,16.116082529,none,none,267,21,none,variable,2715,26,mixed,none,none,variable,mixed,290,same_shape,267,mixed,rows_same:cols_same|mixed|mixed|decrease|mixed|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task338,Cast:4;Where:3;Slice:3;ReduceMax:3;Add:3;Equal:2;Greater:2;Conv:1;QLinearConv:1;Mod:1
spatial,decrease,140,40,20.058357577,none,none,266,2,none,fixed,699,2,same,mixed,mixed,variable,same,100,,0,not_applicable,mixed|same|same|decrease|not_applicable|mixed|mixed|none|none|none|fixed|variable,True,mixed,task339,GlobalAveragePool:1;ConvTranspose:1
mixed,decrease,3404,3284,16.867293510,none,none,266,17,none,variable,3524,64,decrease,none,none,variable,output_subset,120,same_shape;palette_filter;select_or_erase,266,overlap,rows_same:cols_same|output_subset|decrease|decrease|overlap|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task340,Cast:18;Concat:7;Add:6;Reshape:6;Einsum:5;Slice:4;Equal:4;GreaterOrEqual:4;Sub:4;Greater:2
bitwise,decrease,1427,1394,17.736670383,none,none,266,14,none,fixed,3522,35,increase,none,none,fixed,output_superset,33,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task341,Slice:9;And:8;Equal:4;Or:3;ReduceSum:2;ReduceMin:2;Cast:2;Not:2;ReduceMax:1;Pad:1
index_scatter,decrease,1072,998,18.022718658,none,none,266,9,none,fixed,4846,55,decrease,none,none,fixed,output_subset,74,same_shape;palette_filter;select_or_erase,266,output_subset,rows_same:cols_same|output_subset|decrease|decrease|output_subset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task342,Cast:13;Concat:9;GatherElements:8;And:6;ArgMax:4;Einsum:3;Gather:2;Div:2;Add:2;Less:2
mixed,same,1539,1171,17.661111866,none,none,266,26,none,fixed,5126,34,increase,none,none,fixed,same,368,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|same|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task343,Cast:7;Gather:6;Equal:4;Where:4;Slice:3;Einsum:2;ReduceMin:2;Pad:2;Squeeze:1;And:1
single_conv,increase,910,0,18.186555400,none,none,266,2,none,variable,3834,1,decrease,none,none,variable,mixed,910,same_shape;select_or_erase,266,output_subset,rows_same:cols_same|mixed|decrease|increase|output_subset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task344,Conv:1
bitwise,decrease,1495,1431,17.690118514,none,none,264,17,none,fixed,2472,35,increase,none,none,fixed,same,64,same_shape;paint_or_fill,264,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task345,Slice:6;Cast:6;And:5;Gather:5;Or:5;Xor:5;Concat:1;Pad:1;Where:1
mixed,decrease,1254,1224,17.865906279,none,none,267,11,none,variable,2850,25,decrease,all,none,fixed,output_subset,30,crop_or_extract;subgrid_extract;palette_filter;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|decrease|not_applicable|all|none|none|none|none|variable|fixed,True,rows_decrease:cols_decrease,task346,Concat:5;Add:4;Slice:3;Cast:3;ReduceMax:2;TopK:1;Split:1;QLinearConv:1;Equal:1;Not:1
mixed,decrease,143,117,20.037155370,none,none,269,4,none,fixed,792,5,decrease,none,none,fixed,disjoint,26,crop_or_extract;select_or_erase,0,not_applicable,rows_same:cols_decrease|disjoint|decrease|decrease|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_same:cols_decrease,task347,Slice:2;Greater:1;Where:1;MaxUnpool:1
mixed,same,1706,1612,17.558093272,none,none,265,13,none,variable,2025,20,increase,none,none,variable,output_superset,94,same_shape;palette_add;paint_or_fill,265,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task348,Where:4;Einsum:3;Less:3;Sub:2;Equal:2;ArgMax:1;Cast:1;ReduceSum:1;Mod:1;Abs:1
mixed,decrease,14892,13710,15.391420565,none,none,267,11,none,variable,2664,13,increase,none,none,variable,output_superset,1182,same_shape;palette_add;paint_or_fill,267,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task349,Cast:2;QLinearConv:2;Gather:1;ReduceMax:1;Where:1;Transpose:1;Min:1;MaxPool:1;Mul:1;Max:1
spatial,decrease,9036,9012,15.891028122,none,none,267,5,none,variable,696,12,increase,none,none,variable,output_superset,24,same_shape;palette_add;paint_or_fill,267,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task350,MaxPool:4;Min:2;Slice:1;Cast:1;Max:1;Greater:1;Pad:1;Where:1
mixed,same,1229,1200,17.886043890,none,none,265,7,none,fixed,990,11,decrease,none,none,fixed,output_subset,29,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|same|not_applicable|none|none|none|none|none|fixed|fixed,True,rows_decrease:cols_decrease,task351,Einsum:2;ArgMax:2;Cast:2;Sub:2;Concat:1;Slice:1;Pad:1
single_conv,decrease,460,0,18.868773511,none,none,266,2,none,variable,2092,1,increase,none,none,variable,output_superset,460,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task352,Conv:1
einsum,decrease,244,182,19.502831775,none,none,271,5,none,variable,1438,17,same,none,none,variable,same,62,same_shape,271,overlap,rows_same:cols_same|same|same|decrease|overlap|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task353,Cast:5;Einsum:4;Concat:3;Sign:2;Add:2;ScatterND:1
spatial,same,448,400,18.895206768,none,none,266,8,none,fixed,1174,16,same,none,none,fixed,output_subset,48,same_shape;mask_preserving;palette_filter,266,same,rows_same:cols_same|output_subset|same|same|same|none|none|none|none|none|fixed|fixed,False,rows_same:cols_same,task354,Where:5;MaxPool:4;Cast:2;Slice:1;Conv:1;Concat:1;Pad:1;Equal:1
einsum,decrease,499,456,18.787393904,none,none,267,5,none,variable,1415,17,decrease,all,none,fixed,output_subset,43,crop_or_extract;subgrid_extract;palette_filter;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|output_subset|decrease|decrease|not_applicable|all|none|none|none|none|variable|fixed,True,rows_decrease:cols_decrease,task355,Einsum:4;Where:2;Equal:2;Cast:2;Greater:1;ArgMin:1;Mul:1;Max:1;Div:1;ArgMax:1
spatial,decrease,1319,1300,17.815370847,none,none,266,4,none,fixed,1178,11,increase,none,none,fixed,same,19,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task356,MaxPool:4;Mul:2;Slice:1;Cast:1;Max:1;Add:1;ConvInteger:1
mixed,same,291,258,19.326676733,none,none,13,6,none,variable,926,13,increase,none,none,variable,output_superset,33,same_shape;palette_add;paint_or_fill,13,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task357,Cast:2;Sub:2;ReduceSum:1;Div:1;Add:1;Mod:1;Min:1;Equal:1;Greater:1;Where:1
mixed,same,3794,3637,16.758823850,none,none,265,13,none,variable,2800,53,increase,none,none,variable,same,157,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|same|increase|same|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task358,Cast:11;Where:6;Equal:5;Einsum:4;ArgMax:4;Mod:4;Gather:4;Greater:2;Sub:2;Add:2
mixed,same,4284,4269,16.637357568,none,none,266,6,none,variable,1617,19,same,none,none,variable,output_subset,15,same_shape;mask_preserving;palette_filter,266,same,rows_same:cols_same|output_subset|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task359,ReduceSum:4;Where:4;ArgMax:2;Cast:2;ReduceMax:2;Greater:2;GreaterOrEqual:1;Max:1;Equal:1
single_einsum,decrease,340,0,19.171054382,none,none,266,3,none,fixed,1634,1,decrease,mixed,none,fixed,output_subset,340,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_same:cols_decrease|output_subset|decrease|decrease|not_applicable|mixed|none|none|none|none|fixed|fixed,True,rows_same:cols_decrease,task360,Einsum:1
mixed,mixed,4606,4244,16.564884920,none,none,266,26,none,fixed,3416,61,increase,none,none,fixed,same,362,same_shape;paint_or_fill,266,output_superset,rows_same:cols_same|same|increase|mixed|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task361,Sub:9;Cast:8;Add:8;Mul:7;Reshape:5;Mod:3;Div:3;MaxPool:2;ArgMin:2;Equal:2
mixed,decrease,521,408,18.744249958,none,none,267,7,none,fixed,1825,16,decrease,none,none,fixed,output_subset,113,same_shape;palette_filter;select_or_erase,267,overlap,rows_same:cols_same|output_subset|decrease|decrease|overlap|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task362,Einsum:3;Cast:3;Sub:2;ScatterElements:2;ReduceSum:1;Gather:1;Add:1;Equal:1;Unsqueeze:1;Concat:1
mixed,decrease,3852,3582,16.743652227,none,none,265,23,none,fixed,3261,54,increase,none,none,fixed,same,270,same_shape;paint_or_fill,265,output_superset,rows_same:cols_same|same|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task363,Cast:11;Equal:7;Reshape:4;Where:4;Slice:3;And:3;Not:3;ReduceMax:2;ArgMax:2;Add:2
spatial,same,12442,12340,15.571166875,none,none,266,7,none,variable,2168,27,same,none,none,variable,disjoint,102,same_shape;mask_preserving,266,same,rows_same:cols_same|disjoint|same|same|same|none|none|none|none|none|variable|variable,False,rows_same:cols_same,task364,MaxPool:9;Mul:9;Gather:2;Conv:1;Cast:1;Mod:1;ConvInteger:1;Add:1;Pad:1;Equal:1
mixed,decrease,3119,3006,16.954732283,none,none,266,22,none,fixed,3836,85,decrease,all,none,variable,mixed,113,crop_or_extract;subgrid_extract;select_or_erase,0,not_applicable,rows_decrease:cols_decrease|mixed|decrease|decrease|not_applicable|all|none|none|none|none|fixed|variable,True,rows_decrease:cols_decrease,task365,Cast:12;Add:12;And:9;Gather:8;Squeeze:6;Unsqueeze:6;Less:6;Min:4;Equal:3;Conv:2
mixed,decrease,27887,27682,14.764084091,none,none,266,54,none,variable,30962,425,decrease,none,none,variable,mixed,205,select_or_erase,0,not_applicable,mixed|mixed|decrease|decrease|not_applicable|none|none|none|none|none|variable|variable,True,mixed,task366,Reshape:61;Cast:52;And:52;Gather:45;Sub:29;Where:23;Add:22;GreaterOrEqual:20;Mul:15;Equal:15
spatial,same,13926,13700,15.458487124,none,none,266,18,none,variable,2093,23,increase,none,none,variable,output_superset,226,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|same|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task367,MaxPool:5;QLinearConv:4;Min:4;Slice:2;Cast:2;Add:2;Equal:1;And:1;Pad:1;Where:1
mixed,same,3557,3453,16.823327228,none,none,265,15,none,fixed,2111,33,same,none,none,fixed,output_subset,104,same_shape;mask_preserving;palette_filter,265,same,rows_same:cols_same|output_subset|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task368,Cast:7;Gather:4;Conv:3;Greater:3;Clip:2;Equal:2;ReduceMax:2;Where:2;ReduceMin:2;Add:2
quantized,decrease,1393,1200,17.760785026,none,none,265,10,none,fixed,783,5,increase,none,none,fixed,output_superset,193,same_shape;palette_add;paint_or_fill,265,output_superset,rows_same:cols_same|output_superset|increase|decrease|output_superset|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task369,QLinearConv:3;Slice:1;Cast:1
mixed,same,6585,6027,16.207450386,none,none,266,30,none,variable,6646,79,same,none,none,variable,same,558,same_shape;mask_preserving,266,same,rows_same:cols_same|same|same|same|same|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task370,Cast:9;Where:9;Sub:9;Einsum:7;Greater:7;Reshape:5;Concat:4;Gather:4;ReduceSum:3;ArgMax:3
einsum,increase,467,376,18.853670742,none,none,266,5,none,variable,1395,7,increase,none,none,variable,output_superset,91,same_shape;palette_add;paint_or_fill,266,output_superset,rows_same:cols_same|output_superset|increase|increase|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task371,Einsum:2;Cast:2;Concat:1;Add:1;ScatterND:1
single_conv,mixed,710,0,18.434735030,none,none,266,2,none,fixed,3057,1,decrease,mixed,none,fixed,output_subset,710,crop_or_extract;palette_filter;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_same|output_subset|decrease|mixed|not_applicable|mixed|none|none|none|none|fixed|fixed,True,rows_decrease:cols_same,task372,Conv:1
single_einsum,same,60,0,20.905655438,none,none,75,2,none,fixed,453,1,same,none,none,fixed,same,60,same_shape;mask_preserving,75,same,rows_same:cols_same|same|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task373,Einsum:1
mixed,same,2217,2164,17.296089790,none,none,267,18,none,fixed,2007,35,same,none,none,fixed,disjoint,53,same_shape;mask_preserving,267,same,rows_same:cols_same|disjoint|same|same|same|none|none|none|none|none|fixed|fixed,True,rows_same:cols_same,task374,Where:8;Equal:5;Cast:4;Slice:3;ConvInteger:2;ReduceMax:2;Greater:2;ReduceMin:2;And:1;MaxPool:1
mixed,increase,327,119,19.210039829,none,none,58,7,none,variable,1256,6,decrease,none,none,variable,same,208,same_shape;select_or_erase,58,output_subset,rows_same:cols_same|same|decrease|increase|output_subset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task375,ReduceSum:1;Equal:1;Cast:1;Slice:1;Sub:1;Einsum:1
index_scatter,increase,186,144,19.774253326,none,none,39,4,all,variable,777,6,increase,none,none,variable,same,42,expand_or_compose;paint_or_fill,0,not_applicable,rows_increase:cols_same|same|increase|increase|not_applicable|none|none|all|none|none|variable|variable,True,rows_increase:cols_same,task376,Gather:2;Slice:1;ReduceSum:1;Cast:1;Mod:1
mixed,same,4387,3372,16.613599099,none,none,266,12,none,variable,5515,37,decrease,none,none,variable,same,1015,crop_or_extract;select_or_erase;extract_and_recompose,0,not_applicable,rows_decrease:cols_decrease|same|decrease|same|not_applicable|none|none|none|none|none|variable|variable,True,rows_decrease:cols_decrease,task377,Einsum:6;Cast:5;Sub:5;Equal:4;Mul:2;Greater:1;Where:1;ArgMin:1;Not:1;CumSum:1
mixed,increase,3091,2974,16.963750058,none,none,267,21,none,variable,5072,63,increase,none,none,variable,same,117,same_shape;paint_or_fill,267,output_superset,rows_same:cols_same|same|increase|increase|output_superset|none|none|none|none|none|variable|variable,True,rows_same:cols_same,task378,Cast:11;Sub:8;Where:5;Gather:5;Equal:4;Div:3;Mul:3;Max:3;Less:3;ReduceSum:2
