base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,cost_delta,different,donor_bytes,donor_cost,donor_error,donor_memory,donor_params,donor_points,donor_sha256,point_delta,task
6483,1901,,1442,459,17.449864657511572,5975da31bcc5cfd8ad72b3b0a1558614c901b17f0aaeceaceece1fa0211972e0,-2155,cost-neutral,0,True,4328,1901,,1442,459,17.449864657511572,6a01dd480392ffc9057c1e319f76bbf46d579699cf5a4242a69edf3eb6a34810,0.0,task035
852,344,,303,41,19.159358342626604,a30c36ed850510547e68b580a998d22e17dab81e1568c1cfcf910684fc922640,942,cost-neutral,0,True,1794,344,,242,102,19.159358342626604,4259428bdd4e9e7a1094db3739dca8f66e4ef1bb5cca6c36eb432c1bbf502aff,0.0,task049
13981,7678,,7260,418,16.053885624439257,0cd8a44505bf98a3ac6396525b017305d4fe361d3dc67e626e0e26f902c4c220,228,cost-neutral,0,True,14209,7678,,7260,418,16.053885624439257,56772127c4604b4c53e74f52f72149f7ae64adc3223deeecf6866299dc86e4fc,0.0,task096
1151,5342,,5272,70,16.416644606330095,607a270219a55c8eb672463122aa4445a02921b281e70530060888b90466658c,-6,cost-negative,1,True,1145,5343,,5276,67,16.41645742804223,85656cab293cbfd847f9f59e3c57ed96948a2d62076d309e217aedd5c19debd2,-0.0001871782878666295,task192
1823,4515,,4320,195,16.584839534148912,df504e26fefe294fdd9f7bbaec7a43761037cc58bb0b26ea6eb5cabf0671ed9b,25,cost-negative,1,True,1848,4516,,4320,196,16.584618074730447,4e7cddf42dec66cc9781000d227935970eba8e510ce30ca8dca312f7175c8504,-0.00022145941846574146,task251
4720,3045,,2876,169,16.978743819856003,bdf3053c36f2ccdb81cf57ebb659dbbb89a21a0496034c27d646673767448701,29,cost-negative,1,True,4749,3046,,2876,170,16.978415466544895,1584a54f95d813b040a8915c77e14f9522eb2e4e0bfa70d2562563fef1198f48,-0.0003283533111080317,task201
6286,2124,,2056,68,17.338943617638172,63890539f859a061eb307e0e0378f80f7d246ca6bf2ac3176a19e74b50cf575c,25,cost-negative,1,True,6311,2125,,2056,69,17.338472918641482,ecadd6310212004128bcf9a344bc080a077d0228fbab41065c02e72067958cc3,-0.0004706989966898334,task170
3827,8469,,8380,89,15.9558322830784,0038e4acab3d2729afe59f9fb0192ec2baf1f75d8911eba47abad774c38f008c,36,cost-negative,4,True,3863,8473,,8380,93,15.955360083801535,dfbfe486bf2f36e90b5cf70db7697a10d4a00d70621d3f65eb568f3801b6d7a4,-0.00047219927686548147,task216
3481,3560,,3481,79,16.822484176153925,85cc796c9c6f217cd6248598f9b4028bec7bafec2ae804a03f02345c89609d0f,63,cost-negative,2,True,3544,3562,,3482,80,16.821922536150392,cd649ec2dcc3449d3d902e47ce70c6d969a7c640484e6b6cdc2d6e13072a56d0,-0.0005616400035322044,task396
1331,1752,,1684,68,17.531486728503662,8bdb17dd914fe938c1369ef61a8440f8ddcd1d2fab3c353bd002968414dc9c89,29,cost-negative,1,True,1360,1753,,1684,69,17.530916115078767,f869ed167b89a063fcd8e4c304ac7893944afec9009f6af7d5725a41cf080d8d,-0.0005706134248946171,task381
6699,7769,,7502,267,16.04210326504958,18e878e1d14e0ca3ff4c747cc3732f19516ca8ea573ed523c0d528865b2331e1,23,cost-negative,6,True,6722,7775,,7508,267,16.041331262952568,8bc1a4aaa947232cac23526b9371644644e7c20b4c0f81789413e2de64a907db,-0.0007720020970118924,task209
3836,3119,,3006,113,16.954732283392197,533f8ee94ea6781f08612168aff6ac5270867c00fa853500e4b79f041a717c39,16,cost-negative,3,True,3852,3122,,3006,116,16.953770898924624,2ddf9d9244acaf7272c9142d7bfb91b1a7deb90e1e188d0347c164a8cee818b9,-0.0009613844675726568,task365
10415,13695,,12881,814,15.475213918302822,f1feae5c9124835d70bf2b34ed93d7ab26b41ce4ae35b426a489e48b0f1275bb,-111,cost-negative,16,True,10304,13711,,12897,814,15.474046290643345,fe5a64e850700f6c36228b2e4cd7424b746dab50f51f5a31fd51e69d97d97b8a,-0.0011676276594769774,task101
3568,10432,,10346,86,15.747366715833566,c3ea9eca7744b34f97e113fa55baf2cdd5c1f5a61fc64bc8d01199825d05bd96,-221,cost-negative,13,True,3347,10445,,10358,87,15.746121326009334,681779e26f83496dec73d440c133d4ec6d1d87ec72208d656c0dc08f521fd30d,-0.0012453898242323902,task064
